nb_connexions_par_seconde
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
200
240
250
310
350
350
420
470
550
570
420
370
400
430
420
440
480
460
440
470
440
440
450
420
410
440
430
450
430
440
400
450
430
460
430
430
440
470
420
420
430
410
430
450
440
470
400
440
450
390
420
470
450
440
450
430
440
380
460
440
450
440
440
410
460
460
430
440
460
410
440
430
450
450
400
440
440
440
430
400
410
460
450
450
440
430
470
470
440
440
430
440
450
450
420
450
410
390
430
470
410
460
470
460
470
400
430
440
400
440
460
440
460
440
420
470
450
450
400
480
400
430
450
460
460
440
460
410
450
420
450
460
440
440
470
440
450
420
460
430
420
440
460
450
410
420
430
420
450
460
440
420
440
460
450
420
460
390
430
450
470
430
460
420
450
460
460
420
430
440
460
440
450
450
420
420
430
440
410
470
480
430
430
460
430
430
440
440
450
460
420
440
440
420
460
410
430
430
460
460
480
410
430
430
420
440
440
460
450
440
450
450
420
400
450
420
480
420
440
430
440
440
430
430
430
400
340
310
280
240
210
140
90
40
