nb_connexions_par_seconde
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2
204
240
300
326
358
352
420
474
494
568
408
400
434
410
446
412
420
486
484
416
434
416
436
456
418
430
410
458
450
448
436
440
444
436
406
448
456
428
400
438
458
402
426
422
468
398
490
424
436
458
424
448
460
438
410
444
408
468
438
448
434
492
426
418
452
412
420
492
428
396
476
466
448
456
436
420
426
434
420
488
426
444
442
422
454
424
438
460
444
434
448
470
428
420
468
434
452
408
430
456
448
452
424
442
446
424
392
418
440
456
462
468
422
454
400
454
438
404
438
490
428
428
426
420
460
458
434
404
452
470
426
452
464
464
418
448
418
456
462
428
424
422
436
428
448
458
448
458
448
428
416
400
460
428
412
464
432
498
422
382
438
400
432
444
420
438
474
430
486
382
446
446
426
444
388
432
470
460
452
410
462
402
446
460
408
420
436
444
462
470
458
432
446
432
436
438
432
490
452
454
438
418
408
432
470
410
404
472
448
436
418
450
440
458
418
424
446
450
444
456
404
420
488
456
446
390
366
308
264
230
156
150
82
42
8
