nb_connexions_par_seconde
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
18
221
224
270
293
319
272
336
315
384
308
119
178
136
132
112
101
80
91
69
54
88
60
55
63
55
55
45
41
58
55
43
42
29
26
30
39
37
33
35
45
41
38
49
44
41
26
25
13
22
38
22
42
45
33
57
42
48
49
41
46
29
27
26
16
36
28
37
40
47
43
52
38
41
41
45
37
31
25
31
47
60
59
59
60
59
51
54
74
63
32
33
24
32
74
58
75
76
54
76
82
81
84
51
38
41
66
67
63
65
63
55
66
67
77
46
49
32
64
42
47
46
57
51
55
58
55
42
48
32
30
39
38
40
42
38
64
52
59
56
57
42
28
29
21
36
39
39
58
46
49
44
42
48
60
43
31
27
36
25
35
52
51
40
60
47
54
62
59
66
52
34
30
24
38
29
59
58
63
63
45
65
67
68
59
32
32
41
51
46
54
56
59
62
56
52
68
53
44
41
32
60
57
52
55
45
52
58
56
55
53
55
37
36
41
47
49
54
50
49
51
63
59
56
55
42
27
20
53
48
49
46
49
72
56
66
65
60
48
38
33
31
53
56
45
50
66
62
63
69
78
45
39
31
48
56
73
54
51
43
65
52
58
64
52
44
43
45
57
63
53
58
53
59
53
55
69
48
29
34
39
56
54
41
60
57
64
51
51
61
43
31
38
36
48
50
44
61
51
49
56
61
62
51
43
36
28
56
53
53
56
64
39
59
57
54
59
44
33
39
41
51
58
57
59
49
62
65
62
61
49
30
26
42
45
53
50
43
60
50
53
58
74
76
42
33
47
51
49
50
57
50
44
55
63
63
40
37
28
44
61
54
48
48
67
68
70
53
62
39
46
24
43
39
64
63
48
48
53
54
54
63
55
37
29
48
45
53
46
65
54
61
61
65
65
47
32
32
26
55
55
56
65
53
49
71
56
70
55
45
20
35
39
37
63
64
70
51
54
59
68
60
42
39
35
54
47
45
54
55
48
53
52
66
62
50
36
42
45
46
54
64
49
62
61
55
55
66
45
35
36
53
59
46
55
52
48
54
60
57
62
44
38
25
67
59
47
59
62
64
53
60
60
59
42
46
32
59
55
56
54
47
53
54
54
65
65
36
44
34
48
39
60
49
49
55
53
67
54
72
39
45
35
29
45
71
46
41
51
47
59
62
76
56
47
36
31
42
46
61
53
64
63
58
55
78
74
54
43
33
37
34
54
53
60
53
61
52
51
61
59
38
35
33
46
47
60
47
47
55
53
54
50
62
42
37
45
42
41
63
52
52
48
55
58
71
57
42
44
30
49
40
65
40
53
69
57
69
56
67
61
35
24
55
54
56
53
62
54
51
64
62
60
56
37
38
34
55
44
59
50
57
45
60
55
59
53
42
39
25
48
50
59
44
59
39
68
69
54
67
48
45
43
40
44
44
58
55
54
59
57
46
59
54
37
29
22
41
29
54
61
42
63
59
57
57
62
56
36
34
21
36
38
59
40
43
64
39
65
57
59
50
35
31
25
48
58
53
52
59
51
57
72
52
61
39
34
30
37
41
49
52
49
54
47
54
65
82
56
39
30
38
48
72
48
50
59
40
51
63
71
48
39
27
43
35
44
48
52
59
51
50
69
64
47
43
46
27
23
50
52
51
51
58
64
57
60
54
62
56
44
39
21
43
47
51
42
45
57
59
70
64
66
42
39
33
44
55
46
44
58
49
49
79
55
61
55
47
41
29
38
46
43
49
57
52
69
59
60
76
53
47
40
29
43
45
48
53
52
53
60
62
51
59
49
30
27
40
48
56
52
54
62
36
54
41
53
62
46
33
23
51
30
65
46
50
59
52
63
56
61
41
47
44
29
39
50
66
48
47
54
64
64
71
66
41
33
25
42
48
43
58
55
75
56
63
73
73
64
35
37
35
66
58
65
38
47
67
68
50
67
48
43
33
27
42
44
49
44
57
63
72
52
57
60
46
36
20
38
39
46
30
50
49
56
60
51
50
45
53
34
29
36
45
57
61
49
51
63
69
52
65
47
39
35
21
48
47
44
55
65
53
48
43
72
41
52
51
26
21
62
57
57
60
50
54
66
66
51
55
32
41
26
52
47
44
52
55
65
73
62
64
53
44
38
30
39
45
59
57
64
49
60
67
69
56
57
44
41
39
49
55
55
53
47
50
60
54
51
59
41
29
48
50
68
60
49
56
53
65
56
59
53
38
36
31
43
57
51
53
52
61
54
56
53
44
32
35
29
48
59
45
53
54
55
58
66
60
59
36
36
20
58
56
50
50
53
45
61
47
55
58
50
35
28
32
39
54
56
73
57
59
48
58
76
58
49
38
20
58
46
45
42
47
59
52
57
64
