nb_connexions_par_seconde
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
137
241
273
308
293
338
404
423
437
564
423
336
376
400
410
449
421
392
401
414
405
401
410
429
414
395
440
394
422
412
413
409
436
403
410
369
448
401
425
414
400
424
417
390
393
418
433
435
429
384
413
378
428
437
391
446
391
408
404
451
382
416
449
440
424
398
380
380
397
374
391
414
417
438
409
414
433
418
405
400
419
394
403
441
404
420
435
413
397
384
366
418
411
388
410
432
396
413
402
387
453
375
428
405
429
399
410
396
402
404
379
399
448
424
401
406
419
375
379
398
437
414
404
412
413
425
407
380
393
412
410
433
389
409
397
400
420
439
408
425
407
390
395
417
395
405
419
418
402
429
374
400
403
405
410
406
451
405
401
400
397
390
436
386
426
411
427
372
385
427
376
409
440
405
403
438
424
388
406
415
424
428
430
396
396
429
408
400
414
441
414
414
389
435
395
420
456
415
390
384
394
405
430
413
389
427
425
376
417
421
407
437
400
434
405
377
416
408
435
402
391
419
415
383
386
393
416
426
440
379
418
387
418
425
377
407
440
387
425
398
397
395
376
303
225
253
161
148
113
64
18
0
0
0
0
0
0
0
0
0
0
0
0
