555,1710,22.1538461538462
647,1990,26.4444444444444
1237,1290,28.9
1269,1500,78.7
2036,1227,73.5
2119,1392,42.0
2297,1220,17.0
2495,1492,68.0
2762,1612,24.5714285714286
3174,835,31.6666666666667
3560,1450,64.5
3707,1084,30.0
3758,994,60.75
3807,1551,79.1428571428571
4014,1231,43.0
4505,1443,59.5
4578,1443,27.4
4663,1430,12.4583333333333
5300,1261,41.0
5856,1102,67.4
7342,1431,33.4
7487,1302,20.2
7923,1150,41.0
8013,1200,32.1764705882353
8069,1520,28.8
8112,1536,51.0
8134,1651,30.1666666666667
8313,1095,40.8
8447,1010,26.0
8600,1252,30.3333333333333
8815,1203,127.333333333333
8933,1501,51.25
9393,1571,94.5833333333333
9425,1360,41.05
9907,1010,43.8333333333333
10339,1225,75.5
10446,1185,42.0
19718,1640,25.0
26738,1406,38.9
27563,1182,36.4117647058824
27568,1360,49.625
27736,2200,26.2
27765,1238,65.0
28334,1290,31.0
28423,1158,41.7333333333333
28909,1357,30.875
29221,1602,19.0
30012,1748,38.2413793103448
30049,1423,39.0
30226,1430,25.25
30486,1105,45.8
31868,1609,44.1428571428571
33054,1508,68.6363636363636
33205,1074,19.0
33354,1401,65.1
33450,1065,51.0
33877,1430,37.0
33974,1144,70.0
34110,848,58.45
34195,1304,30.0
34854,1403,48.9375
34992,1150,213.5
35213,841,234.5
35292,1828,48.8181818181818
35353,2531,26.1
36029,1675,44.0
36318,1308,34.5263157894737
38922,1448,43.0
41819,1441,56.6666666666667
42035,1795,58.0
42168,1605,53.0
42184,1385,15.0
42526,1347,99.0
42561,1644,40.0
42842,1521,53.2222222222222
42980,1293,50.25
42990,989,72.0
43630,1131,65.5
43712,1471,56.3333333333333
44703,1374,38.7058823529412
44845,1046,21.0
44898,1179,66.1
45333,1010,30.8333333333333
45553,1177,14.0
45598,1246,69.2
45656,847,45.0
45738,1186,33.8
45867,1608,39.0
46059,1784,57.6
46199,870,57.5
46221,1378,17.8
46294,1220,57.3333333333333
46341,941,61.7142857142857
46361,1457,58.0
46511,1312,27.3333333333333
47156,1443,35.2857142857143
47225,1728,55.5
47432,1380,41.7
47517,1183,59.5
47892,1038,49.6666666666667
48185,1121,75.2
48553,1430,57.25
48687,1187,39.7
48749,1360,40.8
49167,1500,51.6
49422,1680,35.125
49476,1289,69.0
49867,1150,71.5
49904,1467,24.0
50075,1191,25.4
50090,2130,29.125
50333,1450,49.0
50509,1710,22.0
50618,1263,25.2
50818,1393,31.8
50959,1233,45.8
51361,1550,42.3
51417,1156,16.0
51751,1220,61.9
51933,1291,24.6
52285,1436,60.5
52317,1973,33.5
53021,820,52.7142857142857
53185,912,59.6666666666667
54824,2004,41.2592592592593
56257,1257,47.4
56666,1297,47.1176470588235
56772,1518,64.2222222222222
56780,1119,56.0
57113,1448,23.4
57167,1139,42.75
57171,1367,35.8823529411765
57733,2165,40.6
57937,1525,59.0
58654,800,97.5
58810,870,45.0
58923,1162,35.1
59259,1170,36.0
60045,1224,58.45
60127,1500,37.6
60542,1302,46.8
61128,1257,55.25
61185,968,51.2857142857143
61201,1513,42.0
61323,1080,30.0909090909091
61544,1478,40.4
61898,1207,53.4
61922,1175,29.1
62295,1536,74.0
62367,1640,58.5
62551,1371,29.95
62706,1308,45.9
62921,1196,43.9230769230769
63369,1273,31.0
64367,1072,108.2
64447,1482,73.5
64486,920,34.2307692307692
64908,1340,17.0
65432,1186,55.8571428571429
65672,960,17.2
65753,1360,32.0
66233,2147,74.25
66483,1272,104.6
66849,1638,83.5
67126,1156,47.0
67499,1220,80.4615384615385
68000,1908,59.8
68102,1871,31.0
68897,1690,27.1
68986,1220,54.9
68993,1010,39.9
69059,1133,49.4
69133,1182,104.0
69209,1359,75.3
69537,1399,34.75
69824,1176,45.0
70380,1437,96.0714285714286
70468,1794,27.0
70469,1544,41.5
70728,1260,25.05
70756,1121,44.1538461538462
70937,1179,87.875
71462,870,32.05
71500,2539,25.3
71553,1200,27.6
71567,1505,55.7
71610,1500,28.05
71848,1133,29.5
72071,2484,57.25
72141,2290,32.0909090909091
72708,1084,17.0
72754,990,71.75
73417,1467,57.0
73599,1394,54.0
73666,1343,13.1818181818182
74425,1465,19.625
74451,1555,39.0
74595,1236,35.6363636363636
74617,961,34.4375
74751,2152,48.8461538461538
75098,1226,26.85
75257,1228,63.2
76029,1354,51.3333333333333
76082,930,93.9
76201,1065,93.4
76220,1007,51.1666666666667
76290,1275,49.1052631578947
76416,1332,39.0
76717,1158,64.6
76844,1780,45.2272727272727
77074,1513,22.5
77183,1500,18.5625
77184,1500,50.3636363636364
77259,1161,23.6666666666667
77476,1238,63.0
77499,1238,50.0
77530,2497,40.3636363636364
77639,1960,36.25
77725,1121,58.6
77769,1599,44.1666666666667
77872,1242,30.75
77911,1272,50.0
77924,1452,69.0833333333333
78108,1118,33.6
78131,1304,27.0625
78135,1032,39.5
78236,1366,47.4
78554,1452,56.7
78559,1318,74.0
78590,849,80.6
78920,1393,57.2
79753,1315,27.7391304347826
79885,1328,65.4
80355,2245,46.9
80524,1010,52.0
80775,1397,68.0
80969,1003,51.0
81087,1320,39.4
81257,1252,38.5
81269,1335,72.6875
81771,1113,46.9565217391304
82607,1290,31.125
82890,1133,143.2
83007,1343,33.8
83051,1294,88.3
83264,1271,38.0
83302,1108,32.0
83374,1252,36.75
83587,1396,129.0
83682,1317,83.3
83824,1430,70.1666666666667
84057,1343,59.55
84173,1524,22.5454545454545
84350,1780,24.4
84723,1266,26.0
85786,1292,90.0
85820,1210,62.6666666666667
85856,1208,130.85
85860,1179,45.2857142857143
86284,1799,23.625
86605,1500,34.3
86829,2483,83.7
86851,1180,22.3333333333333
86969,1220,40.36
87203,1564,62.9285714285714
87305,895,57.0
87505,1348,66.9
87675,1062,101.333333333333
88088,919,26.8125
88094,1133,50.0
88342,1392,28.8181818181818
88382,1370,113.333333333333
88655,1082,39.1
88663,1477,72.2
88674,1501,46.0
89072,1203,23.8
90386,1483,33.7
90658,1170,60.1
91101,1135,13.0
91386,1010,40.1
91753,1570,24.7647058823529
91805,1150,57.0
91966,1340,36.5
92167,903,102.7
92724,1408,75.0
92814,1640,94.8
93053,1133,28.5
93324,1290,58.8
93637,1138,52.0
93694,2290,24.875
93774,1080,15.0666666666667
93886,1329,108.8
94293,1014,27.6666666666667
94318,1805,81.0
94323,1010,42.0
94975,1675,21.25
95004,870,80.0
95472,1920,40.1
95577,1672,25.875
95985,1613,59.0769230769231
96072,1134,53.375
96090,963,26.25
96217,1318,24.3
96273,1128,31.1818181818182
96526,1094,38.0
96546,1273,78.5
96661,1403,73.6666666666667
96700,1114,50.5
96945,1466,65.4
97008,1492,49.6666666666667
97388,1844,38.1666666666667
97970,1393,47.7
98237,1188,35.8666666666667
98243,1106,28.0
98484,1462,72.1
98513,925,64.0
99307,2507,28.7
99407,1710,107.6
99771,1019,91.5
99862,1402,26.75
99898,1168,49.5714285714286
100515,1133,72.5
100576,885,215.0
100885,1884,34.0
100914,1570,18.7
100978,1266,50.0
101072,2189,32.1
101180,1840,45.8
101244,1547,38.0
101256,1392,41.05
101535,2486,27.0
102004,1133,49.3333333333333
102015,1331,80.0
102122,1281,20.0
102172,1119,55.6
102287,1220,26.2
102394,1055,76.5
102702,1360,41.0
102732,1179,102.2
102949,1665,46.0
102965,1140,29.0
103008,1025,45.75
103603,1154,57.1818181818182
103646,1283,51.8888888888889
103703,978,51.5
103884,1436,62.9
103998,1605,55.8181818181818
104189,1169,45.0
105359,1487,49.9
105640,1214,52.9
105764,1259,45.0
106019,1403,20.0
106099,1641,27.2
106140,1041,63.0
106619,1310,57.0
106815,800,53.2
106954,1687,42.6
107119,1415,71.0
107271,2166,48.75
107311,1339,25.3
107478,1316,44.625
107524,2310,62.6666666666667
107593,1508,35.5
107759,1047,49.8095238095238
107986,1534,31.0
108108,1329,36.1666666666667
108171,1446,89.8
108188,1780,36.7142857142857
108439,1720,45.1
108446,2037,21.4
108499,1583,49.9047619047619
108500,2304,33.6
108850,1150,33.3913043478261
108872,1290,52.8
108885,1162,240.0
108943,1455,81.0
109168,1455,36.2857142857143
109220,1801,49.3125
109377,1203,31.8
109388,1231,53.0
109403,1204,36.5
109620,1160,30.0
109719,1788,29.5135135135135
109823,1036,41.3333333333333
110037,1652,64.8181818181818
110274,1037,104.5
110330,1248,58.6666666666667
110410,1500,59.8
110505,1205,59.0
110547,1431,41.4
110992,1583,38.8571428571429
111219,1570,21.2
111296,1182,58.5
111332,983,47.8
111420,1193,53.0
111508,1097,50.25
111529,1107,56.3
111552,1442,38.7
111590,1245,34.3333333333333
111690,1693,94.8571428571429
111772,1442,55.1
112084,1390,39.0
