5307,1098,18.7
5392,1360,59.1
5458,1710,22.2
5550,1990,26.5
5691,1168,70.65
5733,1133,21.6
6048,1339,62.8
6140,1290,28.9
6172,1500,78.7
6939,1227,75.4117647058824
7022,1392,34.9
7159,1179,32.6
7193,1695,65.9
7200,1220,37.3529411764706
7201,1171,58.9
7256,1605,69.7916666666667
7258,1424,46.5
7398,1492,63.3
7536,847,33.8
7665,1612,25.85
8088,835,31.6
8321,1242,26.05
8495,1450,75.95
8596,1380,48.3
8645,1483,41.3
8646,1084,28.5
8698,994,60.7
8747,1551,74.2
8959,1231,47.8
9409,1322,38.0
9465,1443,59.5
9541,1443,26.7
9628,1430,12.7941176470588
10279,1261,43.0434782608696
10617,1039,46.2
10776,1252,28.7
10833,1133,134.7
10849,1102,72.0
10909,1379,44.1
10953,1130,54.7
11065,1310,41.8
11066,1169,34.8
11124,1290,37.1
11176,1448,91.3333333333333
11750,1226,32.1
11820,1469,104.0
12338,1431,33.15
12483,1302,20.2
12818,1302,53.95
12889,1732,62.7
12929,1150,79.3333333333333
13022,1200,32.45
13081,1520,28.8
13124,1536,51.05
13146,1651,34.9545454545455
13328,1095,40.8
13463,1010,30.1052631578947
13676,975,117.8
13836,1203,121.179487179487
13957,1501,51.1428571428571
14184,1494,57.0
14426,1571,94.5833333333333
14458,1360,41.05
14537,1203,52.2
14596,1748,38.0178571428571
14668,1266,41.8
14819,1385,45.7
14906,1492,55.8
14951,1010,47.695652173913
15226,1252,26.3
15387,1225,74.4
15496,1185,40.7
15622,1032,54.9
15939,1105,44.5
16164,1513,54.0
24762,1640,25.0
31594,1060,58.9444444444444
31698,1126,23.4
31781,1406,39.9
32344,1343,76.3333333333333
32434,1430,52.6
32616,1182,36.5
32621,1360,49.9047619047619
32791,2200,26.2
32820,1238,82.6875
33121,2200,48.7692307692308
33397,1290,31.8666666666667
33488,1158,41.7333333333333
33736,1360,35.9
33977,1357,28.2592592592593
34281,1294,61.8
34291,1602,19.3333333333333
35130,1423,39.6333333333333
35309,1430,26.5652173913043
36933,1609,41.6
36990,1290,59.5
37470,1462,79.5
37839,1114,22.9
38127,906,34.6363636363636
38130,1508,65.8666666666667
38285,1074,19.0
38437,1401,80.9
38534,1065,50.2
38969,1430,36.4
39067,1144,70.0
39210,848,58.45
39295,1304,30.0
39845,1674,55.5
39853,919,35.6
39920,1304,79.35
39968,1403,48.3181818181818
40058,1476,46.2
40114,1150,213.5
40342,841,88.8947368421053
40423,1828,46.2333333333333
40484,2531,26.4
40731,1102,29.2666666666667
40769,997,77.1
41160,1675,44.5
41449,1308,33.5789473684211
41452,1443,51.8
41572,1606,92.2
44056,1448,35.4
46947,1441,54.7692307692308
47016,1665,40.6
47132,1676,45.3
47167,1795,42.5
47303,1605,54.75
47319,1385,15.0
47665,1347,119.1
47701,1644,40.0
47984,1521,50.5
48031,1150,30.4166666666667
48124,1293,50.2
48134,989,71.2
48198,1266,36.1
48355,1220,37.6
48368,1382,41.1
48786,1131,65.95
48869,1471,68.95
49629,1588,47.7
49793,1745,26.4
49882,1374,37.8
50027,1046,30.1
50082,1179,66.1
50090,1308,47.5
50316,1667,40.5
50523,1010,32.65
50743,1177,14.0
50788,1246,69.2
50825,1290,29.4
50845,847,42.35
50919,1378,59.4
50927,1186,39.45
51056,1608,39.0
51248,1784,59.9
51269,1360,78.8
51388,870,53.55
51410,1378,21.35
51483,1220,56.2
51530,941,56.1
51550,1457,58.0
51702,1312,26.8
52225,1184,37.9
52340,1443,37.56
52409,1728,54.95
52608,1329,17.8235294117647
52617,1380,41.7
52702,1183,57.9655172413793
52823,1220,61.9
53020,1259,51.7
53080,1038,48.3
53369,1368,30.1
53378,1121,75.1
53750,1430,70.9285714285714
53886,1187,39.7
53948,1360,40.8
54370,1500,48.6
54628,1680,34.7
54684,1289,69.0
55080,1150,83.1
55119,1467,23.6
55296,1191,25.4
55311,2130,27.8333333333333
55481,940,62.4
55561,1450,53.7
55597,1080,35.5
55678,1063,30.2727272727273
55745,1710,26.4
55849,1298,43.9
55855,1263,30.45
55977,1189,16.3
56059,1393,24.4
56107,1133,29.8
56204,1233,45.8
56609,1291,21.4
56620,1550,43.25
56677,1156,15.9
56770,1191,39.1538461538462
57011,1220,61.9
57192,1291,25.55
57217,1392,36.0
57400,1134,33.0
57479,1322,36.6
